split,image_path,label_path,klass,disease_code,risk,x0,y0,x1,y1,label_normal_vs_d3,label_normal_vs_d4,label_normal_d3_d4,in_train_normal_vs_d3,in_train_normal_vs_d4,in_train_normal_d3_d4
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0030_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0030_S01_1.jpg.json,normal,0,0,639.0,240.0,3028.0,1970.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0031_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0031_S01_1.jpg.json,normal,0,0,892.0,225.0,3509.0,1945.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0032_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0032_S01_1.jpg.json,normal,0,0,636.0,323.0,2943.0,1973.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0033_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0033_S01_1.jpg.json,normal,0,0,1182.0,234.0,3781.0,2214.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0034_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0034_S01_1.jpg.json,normal,0,0,560.0,189.0,2777.0,1859.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0035_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0035_S01_1.jpg.json,normal,0,0,636.0,118.0,3003.0,2070.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0036_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0036_S01_1.jpg.json,normal,0,0,650.0,542.0,2717.0,2211.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0037_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0037_S01_1.jpg.json,normal,0,0,447.0,416.0,3202.0,2117.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0038_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0038_S01_1.jpg.json,normal,0,0,966.0,333.0,3644.0,2180.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0039_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0039_S01_1.jpg.json,normal,0,0,544.0,298.0,3016.0,2000.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0040_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0040_S01_1.jpg.json,normal,0,0,123.0,193.0,2811.0,1932.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0042_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0042_S01_1.jpg.json,normal,0,0,635.0,321.0,2874.0,2000.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0043_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0043_S01_1.jpg.json,normal,0,0,496.0,422.0,2723.0,2063.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0044_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0044_S01_1.jpg.json,normal,0,0,671.0,277.0,2958.0,1959.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0045_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0045_S01_1.jpg.json,normal,0,0,865.0,379.0,2896.0,2118.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0046_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0046_S01_1.jpg.json,normal,0,0,573.0,384.0,2909.0,1926.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0047_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0047_S01_1.jpg.json,normal,0,0,1167.0,321.0,3663.0,2091.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0048_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0048_S01_1.jpg.json,normal,0,0,279.0,236.0,2698.0,1947.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0049_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0049_S01_1.jpg.json,normal,0,0,206.0,303.0,2758.0,1927.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0050_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0050_S01_1.jpg.json,normal,0,0,341.0,411.0,2443.0,1976.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0051_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0051_S01_1.jpg.json,normal,0,0,636.0,380.0,2974.0,1943.0,0,0,0,1,1,1
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0052_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0052_S01_1.jpg.json,normal,0,0,530.0,141.0,2511.0,1671.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0053_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0053_S01_1.jpg.json,normal,0,0,322.0,339.0,2874.0,2107.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0054_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0054_S01_1.jpg.json,normal,0,0,592.0,282.0,2821.0,1957.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0055_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0055_S01_1.jpg.json,normal,0,0,318.0,354.0,2648.0,1965.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0057_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0057_S01_1.jpg.json,normal,0,0,595.0,438.0,2596.0,2038.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0060_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0060_S01_1.jpg.json,normal,0,0,167.0,317.0,2843.0,1783.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0062_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0062_S01_1.jpg.json,normal,0,0,336.0,404.0,2599.0,1836.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0063_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0063_S01_1.jpg.json,normal,0,0,617.0,277.0,3106.0,2120.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0065_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0065_S01_1.jpg.json,normal,0,0,534.0,417.0,3030.0,2148.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0066_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0066_S01_1.jpg.json,normal,0,0,1573.0,627.0,3656.0,2082.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0067_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0067_S01_1.jpg.json,normal,0,0,1337.0,249.0,3427.0,1854.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0068_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0068_S01_1.jpg.json,normal,0,0,1340.0,463.0,3463.0,2055.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0070_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0070_S01_1.jpg.json,normal,0,0,1462.0,366.0,3776.0,2107.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0071_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0071_S01_1.jpg.json,normal,0,0,1013.0,216.0,3509.0,2117.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0072_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0072_S01_1.jpg.json,normal,0,0,1109.0,236.0,3817.0,2150.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0074_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0074_S01_1.jpg.json,normal,0,0,561.0,210.0,3224.0,2072.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0075_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0075_S01_1.jpg.json,normal,0,0,949.0,245.0,3928.0,2120.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0076_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0076_S01_1.jpg.json,normal,0,0,1569.0,429.0,3613.0,2043.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0078_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0078_S01_1.jpg.json,normal,0,0,629.0,339.0,2429.0,2008.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0079_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0079_S01_1.jpg.json,normal,0,0,532.0,340.0,2730.0,1709.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0081_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0081_S01_1.jpg.json,normal,0,0,699.0,318.0,3006.0,1836.0,0,0,0,1,1,1
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0082_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0082_S01_1.jpg.json,normal,0,0,902.0,493.0,2892.0,1937.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0083_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0083_S01_1.jpg.json,normal,0,0,671.0,452.0,2684.0,1889.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0084_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0084_S01_1.jpg.json,normal,0,0,494.0,474.0,2818.0,2056.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0086_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0086_S01_1.jpg.json,normal,0,0,683.0,335.0,2713.0,1721.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0087_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0087_S01_1.jpg.json,normal,0,0,807.0,381.0,2845.0,2121.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0089_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0089_S01_1.jpg.json,normal,0,0,858.0,461.0,2702.0,1881.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0090_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0090_S01_1.jpg.json,normal,0,0,591.0,473.0,2469.0,1968.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0091_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0091_S01_1.jpg.json,normal,0,0,407.0,317.0,2863.0,1979.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0092_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0092_S01_1.jpg.json,normal,0,0,153.0,337.0,2627.0,2017.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0093_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0093_S01_1.jpg.json,normal,0,0,644.0,371.0,2655.0,1928.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0094_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0094_S01_1.jpg.json,normal,0,0,401.0,588.0,2471.0,2004.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0095_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0095_S01_1.jpg.json,normal,0,0,751.0,168.0,2722.0,1759.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0096_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0096_S01_1.jpg.json,normal,0,0,852.0,451.0,2900.0,1835.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0097_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0097_S01_1.jpg.json,normal,0,0,732.0,599.0,2768.0,2018.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0098_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0098_S01_1.jpg.json,normal,0,0,489.0,213.0,2962.0,1895.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0099_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0099_S01_1.jpg.json,normal,0,0,484.0,71.0,2437.0,1886.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0101_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0101_S01_1.jpg.json,normal,0,0,694.0,198.0,2789.0,1880.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0102_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0102_S01_1.jpg.json,normal,0,0,602.0,428.0,2703.0,1918.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0103_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0103_S01_1.jpg.json,normal,0,0,548.0,352.0,3092.0,2095.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0106_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0106_S01_1.jpg.json,normal,0,0,427.0,187.0,2540.0,1871.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0107_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0107_S01_1.jpg.json,normal,0,0,450.0,343.0,2416.0,1859.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0108_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0108_S01_1.jpg.json,normal,0,0,1311.0,377.0,3386.0,1910.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0109_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0109_S01_1.jpg.json,normal,0,0,811.0,240.0,2511.0,1854.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0110_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0110_S01_1.jpg.json,normal,0,0,1269.0,462.0,3757.0,2075.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0111_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0111_S01_1.jpg.json,normal,0,0,1356.0,362.0,3636.0,2090.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0112_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0112_S01_1.jpg.json,normal,0,0,1343.0,544.0,3510.0,2002.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0113_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0113_S01_1.jpg.json,normal,0,0,1493.0,421.0,3687.0,2089.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0114_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0114_S01_1.jpg.json,normal,0,0,596.0,437.0,2610.0,1912.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0115_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0115_S01_1.jpg.json,normal,0,0,694.0,213.0,2980.0,1698.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0116_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0116_S01_1.jpg.json,normal,0,0,534.0,285.0,2839.0,1776.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0118_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0118_S01_1.jpg.json,normal,0,0,507.0,457.0,2551.0,2018.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0119_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0119_S01_1.jpg.json,normal,0,0,534.0,294.0,2805.0,2008.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0120_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0120_S01_1.jpg.json,normal,0,0,558.0,424.0,2889.0,2055.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0121_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0121_S01_1.jpg.json,normal,0,0,581.0,528.0,2729.0,2001.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0122_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0122_S01_1.jpg.json,normal,0,0,410.0,216.0,2737.0,1927.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0124_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0124_S01_1.jpg.json,normal,0,0,1650.0,571.0,3720.0,1908.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0125_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0125_S01_1.jpg.json,normal,0,0,386.0,367.0,2656.0,1946.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0126_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0126_S01_1.jpg.json,normal,0,0,1435.0,522.0,3630.0,1944.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0127_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0127_S01_1.jpg.json,normal,0,0,532.0,456.0,2947.0,2044.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0129_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0129_S01_1.jpg.json,normal,0,0,756.0,440.0,2893.0,2231.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0130_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0130_S01_1.jpg.json,normal,0,0,1763.0,272.0,3870.0,2012.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0131_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0131_S01_1.jpg.json,normal,0,0,516.0,213.0,2812.0,1985.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0132_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0132_S01_1.jpg.json,normal,0,0,1280.0,343.0,3597.0,2025.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0133_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0133_S01_1.jpg.json,normal,0,0,704.0,203.0,3004.0,2135.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0135_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0135_S01_1.jpg.json,normal,0,0,473.0,119.0,3113.0,2086.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0136_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0136_S01_1.jpg.json,normal,0,0,1366.0,329.0,3750.0,2184.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0138_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0138_S01_1.jpg.json,normal,0,0,200.0,526.0,2006.0,2032.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0140_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0140_S01_1.jpg.json,normal,0,0,360.0,268.0,2710.0,1827.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0141_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0141_S01_1.jpg.json,normal,0,0,390.0,504.0,3991.0,2003.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0142_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0142_S01_1.jpg.json,normal,0,0,638.0,271.0,3527.0,2009.0,0,0,0,1,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0143_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0143_S01_1.jpg.json,normal,0,0,566.0,255.0,3590.0,2094.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0144_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0144_S01_1.jpg.json,normal,0,0,737.0,149.0,3971.0,2175.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0145_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0145_S01_1.jpg.json,normal,0,0,136.0,578.0,3641.0,2063.0,0,0,0,0,0,0
train,data/train/[원천]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0146_S01_1.jpg,data/train/[라벨]무_0.정상/V006_79_0_00_02_03_12_0_c08_20201113_0146_S01_1.jpg.json,normal,0,0,409.0,309.0,3713.0,2001.0,0,0,0,0,0,0
